Index,Phylotype,Sub-Phylotype,Sequevar,Sub-sequevar designation,Strainname,Alt Names,"Environmental Source (Soil, Water, unknown plants)",Host Species (Common name),Host Species,Host Genus,Host Family,Host Order,Year isolated,Longitude,Latitude,Location Isolated,Location (Country or Territory),Location (subcontinent),Location (continent),Genome Accession,Genome Level,Sequencing Tech,egl accession,mutS accession,other accession,Citation,Year published,Data entered by,Comments
6742,,,,,,,,Amaranthus viridis (Green Amaranth),Amaranthus viridis,Amaranthus,Amaranthaceae,Caryophyllales,,88.491952,23.40686,"Nadia, West Bengal, India",India,Southern Asia,Asia,,,,,,,"Mondal 2011, https://www.cabi.org/isc/FullTextPDF/2014/20143063677.pdf",2011,Tiffany Lowe-Power,
6743,,,,,,,,Datura metel (Indian Thornapple),Datura metel,Datura,Solanaceae,Solanales,,88.491952,23.40686,"Nadia, West Bengal, India",India,Southern Asia,Asia,,,,,,,"Mondal 2011, https://www.cabi.org/isc/FullTextPDF/2014/20143063677.pdf",2011,Tiffany Lowe-Power,
6744,,,,,,,,Melochia corchorifolia (Chocolateweed),Melochia corchorifolia,Melochia,Malvaceae,Malvales,,88.491952,23.40686,"Nadia, West Bengal, India",India,Southern Asia,Asia,,,,,,,"Mondal 2011, https://www.cabi.org/isc/FullTextPDF/2014/20143063677.pdf",2011,Tiffany Lowe-Power,
6745,,,,,,,,Pennisetum purpureum (Elephant Grass),Pennisetum purpureum,Pennisetum,Poaceae,Poales,,88.491952,23.40686,"Nadia, West Bengal, India",India,Southern Asia,Asia,,,,,,,"Mondal 2011, https://www.cabi.org/isc/FullTextPDF/2014/20143063677.pdf",2011,Tiffany Lowe-Power,
6746,,,,,,,,Cheilocostus speciosus (Crêpe Ginger),Costus speciosus,Costus,Costaceae,Zingiberales,,88.491952,23.40686,"Nadia, West Bengal, India",India,Southern Asia,Asia,,,,,,,"Mondal 2011, https://www.cabi.org/isc/FullTextPDF/2014/20143063677.pdf",2011,Tiffany Lowe-Power,
6747,,,,,,,,Solanum melongena (Eggplant),Solanum melongena,Solanum,Solanaceae,Solanales,2005-2010,88.432311,22.571908,"North 24 Parganas, West Bengal, India",India,Southern Asia,Asia,,,,,,,"Mondal 2011, https://www.cabi.org/isc/FullTextPDF/2014/20143063677.pdf",2011,Tiffany Lowe-Power,
6748,,,,,,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2005-2010,88.432311,22.571908,"North 24 Parganas, West Bengal, India",India,Southern Asia,Asia,,,,,,,"Mondal 2011, https://www.cabi.org/isc/FullTextPDF/2014/20143063677.pdf",2011,Tiffany Lowe-Power,
6749,,,,,,,,Solanum tuberosum (Potato),Solanum tuberosum,Solanum,Solanaceae,Solanales,2005-2010,88.432311,22.571908,"North 24 Parganas, West Bengal, India",India,Southern Asia,Asia,,,,,,,"Mondal 2011, https://www.cabi.org/isc/FullTextPDF/2014/20143063677.pdf",2011,Tiffany Lowe-Power,
6750,,,,,,,,Tagetes erecta (Marigold),Tagetes erecta,Tagetes,Asteraceae,Asterales,2005-2010,88.432311,22.571908,"North 24 Parganas, West Bengal, India",India,Southern Asia,Asia,,,,,,,"Mondal 2011, https://www.cabi.org/isc/FullTextPDF/2014/20143063677.pdf",2011,Tiffany Lowe-Power,
6751,,,,,,,,Capsicum annuum (Pepper),Capsicum annuum,Capsicum,Solanaceae,Solanales,2005-2010,88.432311,22.571908,"North 24 Parganas, West Bengal, India",India,Southern Asia,Asia,,,,,,,"Mondal 2011, https://www.cabi.org/isc/FullTextPDF/2014/20143063677.pdf",2011,Tiffany Lowe-Power,
6752,,,,,,,,Amorphophallus campanulatus (Elephant Foot Yam),Amorphophallus campanulatus,Amorphophallus,Araceae,Alismatales,2005-2010,88.432311,22.571908,"North 24 Parganas, West Bengal, India",India,Southern Asia,Asia,,,,,,,"Mondal 2011, https://www.cabi.org/isc/FullTextPDF/2014/20143063677.pdf",2011,Tiffany Lowe-Power,
6753,,,,,,,,Lagenaria siceraria (Bottle Gourd),Lagenaria siceraria,Lagenaria,Cucurbitaceae,Cucurbitales,2005-2010,88.432311,22.571908,"North 24 Parganas, West Bengal, India",India,Southern Asia,Asia,,,,,,,"Mondal 2011, https://www.cabi.org/isc/FullTextPDF/2014/20143063677.pdf",2011,Tiffany Lowe-Power,
6754,,,,,,,,Musa acuminata (Banana),Musa acuminata,Musa,Musaceae,Zingiberales,2005-2010,88.432311,22.571908,"North 24 Parganas, West Bengal, India",India,Southern Asia,Asia,,,,,,,"Mondal 2011, https://www.cabi.org/isc/FullTextPDF/2014/20143063677.pdf",2011,Tiffany Lowe-Power,
6755,,,,,,,,Corchorus olitorius (Jute),Corchorus olitorius,Corchorus,Malvaceae,Malvales,2005-2010,88.432311,22.571908,"North 24 Parganas, West Bengal, India",India,Southern Asia,Asia,,,,,,,"Mondal 2011, https://www.cabi.org/isc/FullTextPDF/2014/20143063677.pdf",2011,Tiffany Lowe-Power,
6756,,,,,,,,Zingiber officinale (Ginger),Zingiber officinale,Zingiber,Zingiberaceae,Zingiberales,2005-2010,88.432311,22.571908,"North 24 Parganas, West Bengal, India",India,Southern Asia,Asia,,,,,,,"Mondal 2011, https://www.cabi.org/isc/FullTextPDF/2014/20143063677.pdf",2011,Tiffany Lowe-Power,
6757,,,,,,,,Croton sparsiflorus (Croton),Croton spersiflorus,Croton,Euphorbiaceae,Malpighiales,,88.432311,22.571908,"North 24 Parganas, West Bengal, India",India,Southern Asia,Asia,,,,,,,"Mondal 2011, https://www.cabi.org/isc/FullTextPDF/2014/20143063677.pdf",2011,Tiffany Lowe-Power,
6758,,,,,,,,Cestrum diurnum (Day-blooming Cestrum),Cestrum diurnum,Cestrum,Solanaceae,Solanales,,88.432311,22.571908,"North 24 Parganas, West Bengal, India",India,Southern Asia,Asia,,,,,,,"Mondal 2011, https://www.cabi.org/isc/FullTextPDF/2014/20143063677.pdf",2011,Tiffany Lowe-Power,
6759,,,,,,,,Solanum indicum (Black Nightshade),Solanum indicum,Solanum,Solanaceae,Solanales,,88.432311,22.571908,"North 24 Parganas, West Bengal, India",India,Southern Asia,Asia,,,,,,,"Mondal 2011, https://www.cabi.org/isc/FullTextPDF/2014/20143063677.pdf",2011,Tiffany Lowe-Power,
6760,,,,,,,,Solanum sisymbriifolium (Sticky Nightshade),Solanum sisymbriifolium,Solanum,Solanaceae,Solanales,,88.432311,22.571908,"North 24 Parganas, West Bengal, India",India,Southern Asia,Asia,,,,,,,"Mondal 2011, https://www.cabi.org/isc/FullTextPDF/2014/20143063677.pdf",2011,Tiffany Lowe-Power,
6761,,,,,,,,Physalis minima (Native Gooseberry),Physalis minima,Physalis,Solanaceae,Solanales,,88.432311,22.571908,"North 24 Parganas, West Bengal, India",India,Southern Asia,Asia,,,,,,,"Mondal 2011, https://www.cabi.org/isc/FullTextPDF/2014/20143063677.pdf",2011,Tiffany Lowe-Power,
6762,,,,,,,,Amaranthus spinosus (Spiny Amaranth),Amaranthus spinosus,Amaranthus,Amaranthaceae,Caryophyllales,,88.432311,22.571908,"North 24 Parganas, West Bengal, India",India,Southern Asia,Asia,,,,,,,"Mondal 2011, https://www.cabi.org/isc/FullTextPDF/2014/20143063677.pdf",2011,Tiffany Lowe-Power,
6763,,,,,,,,Amaranthus viridis (Green Amaranth),Amaranthus viridis,Amaranthus,Amaranthaceae,Caryophyllales,,88.432311,22.571908,"North 24 Parganas, West Bengal, India",India,Southern Asia,Asia,,,,,,,"Mondal 2011, https://www.cabi.org/isc/FullTextPDF/2014/20143063677.pdf",2011,Tiffany Lowe-Power,
6764,,,,,,,,Malachra capitata (Brazil Jute),Malachra capitata,Malachra,Malvaceae,Malvales,,88.432311,22.571908,"North 24 Parganas, West Bengal, India",India,Southern Asia,Asia,,,,,,,"Mondal 2011, https://www.cabi.org/isc/FullTextPDF/2014/20143063677.pdf",2011,Tiffany Lowe-Power,
6765,,,,,,,,Cheilocostus speciosus (Crêpe Ginger),Costus speciosus,Costus,Costaceae,Zingiberales,,88.432311,22.571908,"North 24 Parganas, West Bengal, India",India,Southern Asia,Asia,,,,,,,"Mondal 2011, https://www.cabi.org/isc/FullTextPDF/2014/20143063677.pdf",2011,Tiffany Lowe-Power,
6766,,,,,,,,Solanum melongena (Eggplant),Solanum melongena,Solanum,Solanaceae,Solanales,2005-2010,87.308766,22.423225,"Paschim Medinipur, West Bengal, India",India,Southern Asia,Asia,,,,,,,"Mondal 2011, https://www.cabi.org/isc/FullTextPDF/2014/20143063677.pdf",2011,Tiffany Lowe-Power,
6767,,,,,,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2005-2010,87.308766,22.423225,"Paschim Medinipur, West Bengal, India",India,Southern Asia,Asia,,,,,,,"Mondal 2011, https://www.cabi.org/isc/FullTextPDF/2014/20143063677.pdf",2011,Tiffany Lowe-Power,
6768,,,,,,,,Solanum tuberosum (Potato),Solanum tuberosum,Solanum,Solanaceae,Solanales,2005-2010,87.308766,22.423225,"Paschim Medinipur, West Bengal, India",India,Southern Asia,Asia,,,,,,,"Mondal 2011, https://www.cabi.org/isc/FullTextPDF/2014/20143063677.pdf",2011,Tiffany Lowe-Power,
6769,,,,,,,,Tagetes erecta (Marigold),Tagetes erecta,Tagetes,Asteraceae,Asterales,2005-2010,87.308766,22.423225,"Paschim Medinipur, West Bengal, India",India,Southern Asia,Asia,,,,,,,"Mondal 2011, https://www.cabi.org/isc/FullTextPDF/2014/20143063677.pdf",2011,Tiffany Lowe-Power,
6770,,,,,,,,Zingiber officinale (Ginger),Zingiber officinale,Zingiber,Zingiberaceae,Zingiberales,2005-2010,87.308766,22.423225,"Paschim Medinipur, West Bengal, India",India,Southern Asia,Asia,,,,,,,"Mondal 2011, https://www.cabi.org/isc/FullTextPDF/2014/20143063677.pdf",2011,Tiffany Lowe-Power,
6771,,,,,,,,Croton sparsiflorus (Croton),Croton spersiflorus,Croton,Euphorbiaceae,Malpighiales,,87.308766,22.423225,"Paschim Medinipur, West Bengal, India",India,Southern Asia,Asia,,,,,,,"Mondal 2011, https://www.cabi.org/isc/FullTextPDF/2014/20143063677.pdf",2011,Tiffany Lowe-Power,
6772,,,,,,,,Cheilocostus speciosus (Crêpe Ginger),Costus speciosus,Costus,Costaceae,Zingiberales,,87.308766,22.423225,"Paschim Medinipur, West Bengal, India",India,Southern Asia,Asia,,,,,,,"Mondal 2011, https://www.cabi.org/isc/FullTextPDF/2014/20143063677.pdf",2011,Tiffany Lowe-Power,
6773,,,,,,,,Solanum melongena (Eggplant),Solanum melongena,Solanum,Solanaceae,Solanales,2005-2010,87.504516,21.621598,"Purba Medinipur, West Bengal, India",India,Southern Asia,Asia,,,,,,,"Mondal 2011, https://www.cabi.org/isc/FullTextPDF/2014/20143063677.pdf",2011,Tiffany Lowe-Power,
6774,,,,,,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2005-2010,87.504516,21.621598,"Purba Medinipur, West Bengal, India",India,Southern Asia,Asia,,,,,,,"Mondal 2011, https://www.cabi.org/isc/FullTextPDF/2014/20143063677.pdf",2011,Tiffany Lowe-Power,
6775,,,,,,,,Solanum tuberosum (Potato),Solanum tuberosum,Solanum,Solanaceae,Solanales,2005-2010,87.504516,21.621598,"Purba Medinipur, West Bengal, India",India,Southern Asia,Asia,,,,,,,"Mondal 2011, https://www.cabi.org/isc/FullTextPDF/2014/20143063677.pdf",2011,Tiffany Lowe-Power,
6776,,,,,,,,Tagetes erecta (Marigold),Tagetes erecta,Tagetes,Asteraceae,Asterales,2005-2010,87.504516,21.621598,"Purba Medinipur, West Bengal, India",India,Southern Asia,Asia,,,,,,,"Mondal 2011, https://www.cabi.org/isc/FullTextPDF/2014/20143063677.pdf",2011,Tiffany Lowe-Power,
6777,,,,,,,,Citrullus lanatus (Watermelon),Citrullus lanatus,Citrullus,Cucurbitaceae,Cucurbitales,2005-2010,87.504516,21.621598,"Purba Medinipur, West Bengal, India",India,Southern Asia,Asia,,,,,,,"Mondal 2011, https://www.cabi.org/isc/FullTextPDF/2014/20143063677.pdf",2011,Tiffany Lowe-Power,
6778,,,,,,,,Croton sparsiflorus (Croton),Croton spersiflorus,Croton,Euphorbiaceae,Malpighiales,,87.504516,21.621598,"Purba Medinipur, West Bengal, India",India,Southern Asia,Asia,,,,,,,"Mondal 2011, https://www.cabi.org/isc/FullTextPDF/2014/20143063677.pdf",2011,Tiffany Lowe-Power,
6779,,,,,,,,Cheilocostus speciosus (Crêpe Ginger),Costus speciosus,Costus,Costaceae,Zingiberales,,87.504516,21.621598,"Purba Medinipur, West Bengal, India",India,Southern Asia,Asia,,,,,,,"Mondal 2011, https://www.cabi.org/isc/FullTextPDF/2014/20143063677.pdf",2011,Tiffany Lowe-Power,
6780,,,,,,,,Solanum melongena (Eggplant),Solanum melongena,Solanum,Solanaceae,Solanales,2005-2010,88.430119,22.36402,"South 24 Parganas, West Bengal, India",India,Southern Asia,Asia,,,,,,,"Mondal 2011, https://www.cabi.org/isc/FullTextPDF/2014/20143063677.pdf",2011,Tiffany Lowe-Power,
6781,,,,,,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2005-2010,88.430119,22.36402,"South 24 Parganas, West Bengal, India",India,Southern Asia,Asia,,,,,,,"Mondal 2011, https://www.cabi.org/isc/FullTextPDF/2014/20143063677.pdf",2011,Tiffany Lowe-Power,
6782,,,,,,,,Solanum tuberosum (Potato),Solanum tuberosum,Solanum,Solanaceae,Solanales,2005-2010,88.430119,22.36402,"South 24 Parganas, West Bengal, India",India,Southern Asia,Asia,,,,,,,"Mondal 2011, https://www.cabi.org/isc/FullTextPDF/2014/20143063677.pdf",2011,Tiffany Lowe-Power,
6783,,,,,,,,Tagetes erecta (Marigold),Tagetes erecta,Tagetes,Asteraceae,Asterales,2005-2010,88.430119,22.36402,"South 24 Parganas, West Bengal, India",India,Southern Asia,Asia,,,,,,,"Mondal 2011, https://www.cabi.org/isc/FullTextPDF/2014/20143063677.pdf",2011,Tiffany Lowe-Power,
6784,,,,,,,,Capsicum annuum (Pepper),Capsicum annuum,Capsicum,Solanaceae,Solanales,2005-2010,88.430119,22.36402,"South 24 Parganas, West Bengal, India",India,Southern Asia,Asia,,,,,,,"Mondal 2011, https://www.cabi.org/isc/FullTextPDF/2014/20143063677.pdf",2011,Tiffany Lowe-Power,
6785,,,,,,,,Amorphophallus campanulatus (Elephant Foot Yam),Amorphophallus campanulatus,Amorphophallus,Araceae,Alismatales,2005-2010,88.430119,22.36402,"South 24 Parganas, West Bengal, India",India,Southern Asia,Asia,,,,,,,"Mondal 2011, https://www.cabi.org/isc/FullTextPDF/2014/20143063677.pdf",2011,Tiffany Lowe-Power,
6786,,,,,,,,Musa acuminata (Banana),Musa acuminata,Musa,Musaceae,Zingiberales,2005-2010,88.430119,22.36402,"South 24 Parganas, West Bengal, India",India,Southern Asia,Asia,,,,,,,"Mondal 2011, https://www.cabi.org/isc/FullTextPDF/2014/20143063677.pdf",2011,Tiffany Lowe-Power,
6787,,,,,,,,Zingiber officinale (Ginger),Zingiber officinale,Zingiber,Zingiberaceae,Zingiberales,2005-2010,88.430119,22.36402,"South 24 Parganas, West Bengal, India",India,Southern Asia,Asia,,,,,,,"Mondal 2011, https://www.cabi.org/isc/FullTextPDF/2014/20143063677.pdf",2011,Tiffany Lowe-Power,
6788,,,,,,,,Croton sparsiflorus (Croton),Croton spersiflorus,Croton,Euphorbiaceae,Malpighiales,,88.430119,22.36402,"South 24 Parganas, West Bengal, India",India,Southern Asia,Asia,,,,,,,"Mondal 2011, https://www.cabi.org/isc/FullTextPDF/2014/20143063677.pdf",2011,Tiffany Lowe-Power,
6789,,,,,,,,Solanum indicum (Black Nightshade),Solanum indicum,Solanum,Solanaceae,Solanales,,88.430119,22.36402,"South 24 Parganas, West Bengal, India",India,Southern Asia,Asia,,,,,,,"Mondal 2011, https://www.cabi.org/isc/FullTextPDF/2014/20143063677.pdf",2011,Tiffany Lowe-Power,
6790,,,,,,,,Solanum sisymbriifolium (Sticky Nightshade),Solanum sisymbriifolium,Solanum,Solanaceae,Solanales,,88.430119,22.36402,"South 24 Parganas, West Bengal, India",India,Southern Asia,Asia,,,,,,,"Mondal 2011, https://www.cabi.org/isc/FullTextPDF/2014/20143063677.pdf",2011,Tiffany Lowe-Power,
6791,,,,,,,,Physalis minima (Native Gooseberry),Physalis minima,Physalis,Solanaceae,Solanales,,88.430119,22.36402,"South 24 Parganas, West Bengal, India",India,Southern Asia,Asia,,,,,,,"Mondal 2011, https://www.cabi.org/isc/FullTextPDF/2014/20143063677.pdf",2011,Tiffany Lowe-Power,
6792,,,,,,,,Amaranthus spinosus (Spiny Amaranth),Amaranthus spinosus,Amaranthus,Amaranthaceae,Caryophyllales,,88.430119,22.36402,"South 24 Parganas, West Bengal, India",India,Southern Asia,Asia,,,,,,,"Mondal 2011, https://www.cabi.org/isc/FullTextPDF/2014/20143063677.pdf",2011,Tiffany Lowe-Power,
6793,,,,,,,,Amaranthus viridis (Green Amaranth),Amaranthus viridis,Amaranthus,Amaranthaceae,Caryophyllales,,88.430119,22.36402,"South 24 Parganas, West Bengal, India",India,Southern Asia,Asia,,,,,,,"Mondal 2011, https://www.cabi.org/isc/FullTextPDF/2014/20143063677.pdf",2011,Tiffany Lowe-Power,
6794,,,,,,,,Cheilocostus speciosus (Crêpe Ginger),Costus speciosus,Costus,Costaceae,Zingiberales,,88.430119,22.36402,"South 24 Parganas, West Bengal, India",India,Southern Asia,Asia,,,,,,,"Mondal 2011, https://www.cabi.org/isc/FullTextPDF/2014/20143063677.pdf",2011,Tiffany Lowe-Power,
6795,,,,,,,,,,,,,2017,29.5891172,-1.4488864,"Kinigi, Rwanda",Rwanda,Eastern Africa,Africa,,,,,,,"Mutumawurugo 2019, https://doi.org/10.5897/AJAR2018.13686",2019,Tiffany Lowe-Power,
6796,,,,,NCPPB1019,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,,-8.562730596,39.60099466,Portugal,Portugal,Southern Europe,Europe,,,,,,,"NCPPB database (Accessed June 2022), https://ncppb.fera.co.uk/ncppbsearch.cfm",2022,Tiffany Lowe-Power,
6797,I,,,,NCPPB1581,,,Strelitzia reginae (Bird of Paradise),Strelitzia reginae,Strelitzia,Strelitziaceae,Zingiberales,1963,-157.855676,21.304547,"Hawaii, United States",United States (Hawaii),Polynesia,Oceania,,,,,,,"NCPPB database (Accessed June 2022), https://ncppb.fera.co.uk/ncppbsearch.cfm",2022,Tiffany Lowe-Power,
6798,,,,,NCPPB1225,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,,-66.3515,18.1421,"Puerto Rico, United States",United States (Puerto Rico),Caribbean,North America,,,,,,,"NCPPB database (Accessed June 2022), https://ncppb.fera.co.uk/ncppbsearch.cfm",2022,Tiffany Lowe-Power,
6799,,,,,NCPPB215,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,,29.93866937,-19.18945876,Zimbabwe,Zimbabwe,Eastern Africa,Africa,,,,,,,"NCPPB database (Accessed June 2022), https://ncppb.fera.co.uk/ncppbsearch.cfm",2022,Tiffany Lowe-Power,
6800,I,,,,NCPPB2245,,,Stylosanthes humilis (Townsville Stylo),Stylosanthes humilis,Stylosanthes,Fabaceae,Fabales,1969,134.4895626,-25.73496849,Australia,Australia,Australia and New Zealand,Oceania,,,,,,,"NCPPB database (Accessed June 2022), https://ncppb.fera.co.uk/ncppbsearch.cfm",2022,Tiffany Lowe-Power,
6801,,,,,NCPPB3862,,,Capsicum annuum (Pepper),Capsicum annuum,Capsicum,Solanaceae,Solanales,1993,-51.61978902,-9.588903017,Brazil,Brazil,Southern America,South America,,,,,,,"NCPPB database (Accessed June 2022), https://ncppb.fera.co.uk/ncppbsearch.cfm",2022,Tiffany Lowe-Power,
6802,,,,,NCPPB2314,,,Plantago sp.,,Plantago,Plantaginaceae,Lamiales,1970,-73.129056,3.065088,Colombia,Colombia,Southern America,South America,,,,,,,"NCPPB database (Accessed June 2022), https://ncppb.fera.co.uk/ncppbsearch.cfm",2022,Tiffany Lowe-Power,
6803,I,,,,NCPPB791,,,Eclipta prostrata (False Daisy),Eclipta prostrata,Eclipta,Asteraceae,Asterales,1960,-84.20091476,10.25779444,Costa Rica,Costa Rica,Central America,North America,,,,,,,"NCPPB database (Accessed June 2022), https://ncppb.fera.co.uk/ncppbsearch.cfm",2022,Tiffany Lowe-Power,
6804,I,,,,NCPPB790,,,Physalis angulata (Cutleaf Groundcherry),Physalis angulata,Physalis,Solanaceae,Solanales,1960,-84.20091476,10.25779444,Costa Rica,Costa Rica,Central America,North America,,,,,,,"NCPPB database (Accessed June 2022), https://ncppb.fera.co.uk/ncppbsearch.cfm",2022,Tiffany Lowe-Power,
6805,II,,,,NCPPB2313,,,Eupatorium sp. (Common Boneset),,Eupatorium,Asteraceae,Asterales,1970,-84.20091476,10.25779444,Costa Rica,Costa Rica,Central America,North America,,,,,,,"NCPPB database (Accessed June 2022), https://ncppb.fera.co.uk/ncppbsearch.cfm",2022,Tiffany Lowe-Power,
6806,III,,,,NCPPB3181,,,Solanum incanum (Thorn Apple),Solanum incanum,Solanum,Solanaceae,Solanales,1982,-15.91285448,13.44452552,Gambia,The Gambia,Western Africa,Africa,,,,,,,"NCPPB database (Accessed June 2022), https://ncppb.fera.co.uk/ncppbsearch.cfm",2022,Tiffany Lowe-Power,
6807,II,,,,NCPPB2200,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,1969,-61.1624,16.1511,"Guadeloupe Island, French West Indes, France",France,Caribbean,North America,,,,,,,"NCPPB database (Accessed June 2022), https://ncppb.fera.co.uk/ncppbsearch.cfm",2022,Tiffany Lowe-Power,
6808,,,,,NCPPB1331,,,Solanum tuberosum (Potato),Solanum tuberosum,Solanum,Solanaceae,Solanales,1962,78.47668103,22.19916608,India,India,Southern Asia,Asia,,,,,,,"NCPPB database (Accessed June 2022), https://ncppb.fera.co.uk/ncppbsearch.cfm",2022,Tiffany Lowe-Power,
6809,III,,,,NCPPB928,,,Saccharum officinarum (Sugarcane),Saccharum officinarum,Saccharum,Poaceae,Poales,1961,-77.31922201,18.15129451,Jamaica,Jamaica,Caribbean,North America,,,,,,,"NCPPB database (Accessed June 2022), https://ncppb.fera.co.uk/ncppbsearch.cfm",2022,Tiffany Lowe-Power,
6810,I,,,,NCPPB1045,,,Solanum melongena (Eggplant),Solanum melongena,Solanum,Solanaceae,Solanales,1961,37.85788187,0.529862477,Kenya,Kenya,Eastern Africa,Africa,,,,,,,"NCPPB database (Accessed June 2022), https://ncppb.fera.co.uk/ncppbsearch.cfm",2022,Tiffany Lowe-Power,
6811,I,,,,NCPPB792,,,Tectona grandis (Teak),Tectona grandis,Tectona,Lamiaceae,Lamiales,1960,102.2757196,4.49664266,Malaysia,Malaysia,South-Eastern Asia,Asia,,,,,,,"NCPPB database (Accessed June 2022), https://ncppb.fera.co.uk/ncppbsearch.cfm",2022,Tiffany Lowe-Power,
6812,,,,,NCPPB1052,,,Zingiber officinale (Ginger),Zingiber officinale,Zingiber,Zingiberaceae,Zingiberales,1961,102.2757196,4.49664266,Malaysia,Malaysia,South-Eastern Asia,Asia,,,,,,,"NCPPB database (Accessed June 2022), https://ncppb.fera.co.uk/ncppbsearch.cfm",2022,Tiffany Lowe-Power,
6813,II,,,,NCPPB2199,,,Solanum melongena (Eggplant),Solanum melongena,Solanum,Solanaceae,Solanales,1969,-61.095,14.402,"Martinique Island, French West Indes, France",France,Caribbean,North America,,,,,,,"NCPPB database (Accessed June 2022), https://ncppb.fera.co.uk/ncppbsearch.cfm",2022,Tiffany Lowe-Power,
6815,I,,,,NCPPB500,,,Vicia faba (Fava Bean),Vicia faba,Vicia,Fabaceae,Fabales,1957,57.5025125,-20.16385665,Mauritius,Mauritius,Eastern Africa,Africa,,,,,,,"NCPPB database (Accessed June 2022), https://ncppb.fera.co.uk/ncppbsearch.cfm",2022,Tiffany Lowe-Power,
6816,I,,,,NCPPB501,,,Brassica oleracea (Wild Cabbage),Brassica oleracea,Brassica,Brassicaceae,Brassicales,1957,57.5025125,-20.16385665,Mauritius,Mauritius,Eastern Africa,Africa,,,,,,,"NCPPB database (Accessed June 2022), https://ncppb.fera.co.uk/ncppbsearch.cfm",2022,Tiffany Lowe-Power,
